time21_5,latitude,longitude,halfAngle,speed,type,isMostAccurate,associatedCMEID,associatedCMEstartTime,note,associatedCMELink,catalog,featureCode,dataLevel,measurementTechnique,imageType,tilt,minorHalfWidth,speedMeasuredAtHeight,submissionTime,versionId,link
2017-08-06T13:31Z,32.0,-49.0,23.0,149.0,S,True,2017-08-05T12:36:00-CME-001,2017-08-05T12:36Z,Measured with swpc_cat using STA Cor2 frames only (but comparable to measurements using Stereo_Cat C2 and Cor2).,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12870/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-06T12:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12871/-1
2017-08-15T23:41Z,-4.0,-68.0,32.0,370.0,S,True,2017-08-15T13:48:00-CME-001,2017-08-15T13:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12896/-1,M2M_CATALOG,null,1,null,null,,,,2017-08-15T18:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12897/-1
2017-08-16T23:50Z,11.0,-61.0,25.0,550.0,C,True,2017-08-16T15:36:00-CME-001,2017-08-16T15:36Z,"measurement with STEREO_cat, using STA only (not enough images from LASCO available at tht time of entry), using longitude of source location.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12902/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-16T23:47Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12903/-1
2017-08-18T21:09Z,-9.0,-109.0,21.0,496.0,S,True,2017-08-18T13:48:00-CME-001,2017-08-18T13:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12908/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-19T20:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12915/-1
2017-08-20T10:43Z,18.0,-11.0,10.0,302.0,S,True,2017-08-19T23:09:00-CME-001,2017-08-19T23:09Z,These are preliminary measurements taken using STA cor2 imagery only.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12919/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-20T22:42Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12920/-1
2017-08-22T02:47Z,-15.0,-87.0,16.0,351.0,S,True,2017-08-21T16:48:00-CME-001,2017-08-21T16:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12925/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-21T23:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12926/-1
2017-08-23T11:05Z,29.0,-163.0,25.0,314.0,S,True,2017-08-22T23:09:00-CME-001,2017-08-22T23:09Z,Preliminary measurement made with only Cor2 frames (data gap in C2/C3 images).,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12934/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-23T14:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12935/-1
2017-08-29T01:07Z,7.0,36.0,19.0,491.0,S,True,2017-08-28T18:39:00-CME-001,2017-08-28T18:39Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12944/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-29T15:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12947/-1
2017-08-31T15:31Z,20.0,-71.0,18.0,327.0,S,True,2017-08-31T04:36:00-CME-001,2017-08-31T04:36Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12957/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-31T16:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12958/-1
2017-08-31T16:48Z,4.0,80.0,11.0,333.0,S,True,2017-08-31T05:24:00-CME-001,2017-08-31T05:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12959/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-31T22:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12960/-1
2017-09-01T05:27Z,14.0,81.0,10.0,255.0,S,True,2017-08-31T14:48:00-CME-001,2017-08-31T14:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12961/-1,M2M_CATALOG,null,0,null,null,,,,2017-08-31T22:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12962/-1
2017-09-02T21:28Z,3.0,90.0,32.0,625.0,C,True,2017-09-02T16:00:00-CME-001,2017-09-02T16:00Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12966/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-02T19:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12967/-1
2017-09-04T23:45Z,-6.0,26.0,25.0,710.0,C,True,2017-09-04T19:39:00-CME-001,2017-09-04T19:39Z,"Only the first couple of images are available, before the later, faster CME overtakes it.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12987/-1,M2M_CATALOG,null,1,null,null,,,,2017-09-05T13:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12995/-1
2017-09-04T23:05Z,-10.0,10.0,46.0,1114.0,O,True,2017-09-04T20:36:00-CME-001,2017-09-04T20:36Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/12989/-1,M2M_CATALOG,null,1,null,null,,,,2017-09-05T18:02Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/12997/-1
2017-09-06T11:43Z,-8.0,83.0,24.0,260.0,S,True,2017-09-06T10:00:00-CME-001,2017-09-06T10:00Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13026/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-06T22:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13027/-1
2017-09-06T14:57Z,-15.0,23.0,44.0,1238.0,O,True,2017-09-06T12:24:00-CME-001,2017-09-06T12:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13013/-1,M2M_CATALOG,null,1,null,null,,,,2017-09-06T23:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13032/-1
2017-09-06T14:21Z,-10.0,14.0,45.0,1636.0,O,True,2017-09-06T12:24:00-CME-001,2017-09-06T12:24Z,This measurement was taken as part of the 2023 SEPVAL validation challenge.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13013/-1,SEPVAL_CME_CATALOG,SH,1,SWPC_CAT,running difference,,,31.0,2023-10-13T18:25Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/27283/-1
2017-09-06T16:28Z,-4.0,99.0,30.0,1178.0,O,True,2017-09-06T13:09:00-CME-001,2017-09-06T13:09Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13028/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-06T23:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13029/-1
2017-09-07T16:24Z,-13.0,51.0,13.0,597.0,C,True,2017-09-07T10:48:00-CME-001,2017-09-07T10:48Z,Seen best in C2 and C3.  Seen as a partial halo in Cor2.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13047/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-07T18:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13048/-1
2017-09-07T22:15Z,-16.0,53.0,16.0,477.0,S,True,2017-09-07T15:12:00-CME-001,2017-09-07T15:12Z,"Measurements made the next day, after more images are available.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13049/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-08T19:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13077/-1
2017-09-08T09:53Z,20.0,-71.0,20.0,282.0,S,True,2017-09-07T22:54:00-CME-001,2017-09-07T22:54Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13079/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-08T21:28Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13080/-1
2017-09-08T06:43Z,-4.0,51.0,21.0,395.0,S,True,2017-09-07T23:36:00-CME-001,2017-09-07T23:36Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13069/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-08T16:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13070/-1
2017-09-08T05:29Z,-5.0,53.0,21.0,442.0,S,True,2017-09-08T04:17:00-CME-001,2017-09-08T04:17Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13071/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-08T16:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13072/-1
2017-09-08T14:03Z,-3.0,54.0,20.0,450.0,S,True,2017-09-08T07:24:00-CME-001,2017-09-08T07:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13073/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-08T16:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13074/-1
2017-09-10T00:54Z,-9.0,82.0,35.0,465.0,S,True,2017-09-09T16:48:00-CME-001,2017-09-09T16:48Z,Measured using C3.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13089/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-10T16:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13097/-1
2017-09-10T04:24Z,2.0,92.0,33.0,333.0,S,True,2017-09-09T23:12:00-CME-001,2017-09-09T23:12Z,Measured using images from C3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13095/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-10T15:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13096/-1
2017-09-10T17:18Z,-12.0,85.0,54.0,2650.0,R,True,2017-09-10T16:09:00-CME-001,2017-09-10T16:09Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13107/-1,M2M_CATALOG,SH,1,null,direct,,,,2025-03-19T13:59Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13115/-1
2017-09-10T17:26Z,-5.0,68.0,58.0,2314.0,R,True,2017-09-10T16:09:00-CME-001,2017-09-10T16:09Z,"STEREO A: SECCHI/COR2, SOHO LASCO C2 and C3 white light imagery were used in this measurement of the shock of the CME. This measurement was taken as part of the 2023 SEPVAL validation challenge.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13107/-1,SEPVAL_CME_CATALOG,SH,1,SWPC_CAT,running difference,,,19.0,2023-10-18T19:33Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/27328/-1
2017-09-12T16:30Z,-9.0,-36.0,22.0,450.0,S,True,2017-09-12T08:09:00-CME-001,2017-09-12T08:09Z,Measure STEREO_CAT to velocities <400 km/s.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13125/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-12T18:53Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13126/-1
2017-09-13T00:43Z,-1.0,119.0,29.0,358.0,S,True,2017-09-12T14:48:00-CME-001,2017-09-12T14:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13139/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-13T15:54Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13140/-1
2017-09-13T00:38Z,-6.0,119.0,25.0,741.0,C,True,2017-09-12T20:42:00-CME-001,2017-09-12T20:42Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13137/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-13T15:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13138/-1
2017-09-14T07:32Z,-14.0,139.0,21.0,300.0,S,True,2017-09-13T18:00:00-CME-001,2017-09-13T18:00Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13147/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-14T13:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13148/-1
2017-09-16T18:04Z,9.0,-165.0,30.0,551.0,C,True,2017-09-16T12:24:00-CME-001,2017-09-16T12:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13167/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-16T16:42Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13168/-1
2017-09-16T19:59Z,-3.0,-161.0,21.0,412.0,S,True,2017-09-16T17:12:00-CME-001,2017-09-16T17:12Z,Measurement was done using C3 frames.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13175/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-17T16:35Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13176/-1
2017-09-17T14:27Z,-3.0,-163.0,49.0,1404.0,O,True,2017-09-17T12:09:00-CME-001,2017-09-17T12:09Z,"The eruption is seen from a possible AR, and the signature is darkening. Also, in the STA COR2 images show a partial halo.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13173/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-17T16:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13174/-1
2017-09-17T18:04Z,-33.0,-163.0,29.0,899.0,C,True,2017-09-17T14:24:00-CME-001,2017-09-17T14:24Z,These are preliminary measurements using only STA cor2 imagery in swpc_cat. The CME becomes very faint farther out and was difficult to measure with many images.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13180/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-17T18:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13181/-1
2017-09-24T02:41Z,-9.0,-80.0,16.0,431.0,S,True,2017-09-23T17:36:00-CME-001,2017-09-23T17:36Z,"Source is an eruption visible in in STA EUVI 195 at S05W40 around 16:45Z. CME was not visible in difference imaging, so measured only with C2 and STA. Very small.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13211/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-24T00:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13212/-1
2017-09-24T16:42Z,41.0,175.0,10.0,675.0,C,True,2017-09-24T11:36:00-CME-001,2017-09-24T11:36Z,These measurements were taken using STA cor2 imagery only in swpc_cat. CME was not visible enough in C2/C3 imagery for a measurement.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13214/-1,M2M_CATALOG,null,0,null,null,,,,2017-09-24T18:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13215/-1
2017-09-25T21:04Z,-3.0,-87.0,12.0,270.0,S,True,2017-09-25T06:48:00-CME-001,2017-09-25T06:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13218/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,12.0,2017-09-25T17:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13219/-1
2017-09-26T11:20Z,-4.0,-32.0,24.0,265.0,S,True,2017-09-25T22:24:00-CME-001,2017-09-25T22:24Z,"CME fades quickly and is very difficult to distinguish in C3 images.  Also, it apparently has multiple fronts, and it wasn't clear whether a front seen from STEREO-A was the same front seen in LASCO.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13223/-1,M2M_CATALOG,null,1,SWPC_CAT,running difference,,,9.0,2017-09-26T18:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13225/-1
2017-09-30T01:41Z,14.0,-35.0,17.0,154.0,S,True,2017-09-29T02:39:00-CME-001,2017-09-29T02:39Z,CME becomes diffused quickly. This makes measuring the same leading edge difficult.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13241/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,6.0,2017-09-29T20:46Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13242/-1
2017-10-02T18:59Z,-3.0,49.0,29.0,372.0,S,True,2017-10-01T23:12:00-CME-001,2017-10-01T23:12Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13248/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,16.0,2017-10-02T17:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13250/-1
2017-10-06T18:19Z,-14.0,117.0,27.0,240.0,S,True,2017-10-05T23:24:00-CME-001,2017-10-05T23:24Z,These measurements were taken using C3 and STA imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13260/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,9.0,2017-10-06T22:27Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13261/-1
2017-10-06T22:29Z,-7.0,97.0,32.0,283.0,S,True,2017-10-06T08:48:00-CME-001,2017-10-06T08:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13262/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,13.0,2017-10-06T22:14Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13263/-1
2017-10-07T19:20Z,2.0,121.0,29.0,326.0,S,True,2017-10-07T08:48:00-CME-001,2017-10-07T08:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13266/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,14.0,2017-10-07T17:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13267/-1
2017-10-08T16:59Z,20.0,160.0,35.0,254.0,S,True,2017-10-08T05:24:00-CME-001,2017-10-08T05:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13269/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,,2017-10-08T14:30Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13270/-1
2017-10-09T15:29Z,-6.0,110.0,32.0,442.0,S,True,2017-10-09T05:54:00-CME-001,2017-10-09T05:54Z,"Eruption source appears to be farther west than Lon: 90. 
The source location was initially used as the projected source 
location of AR 2683. More specifically, it was determined AR 2683 
traveled 12.1 lon in 24hours (while visible on the disk in days prior). 
Adding 12.1 to AR 2683 longitude at 10-08-17T06:00Z, given by Magnetic Connectivity Solarscape Viewer, yielded lon: 100+.
When measuring CME it was hard to determine the same leading edge.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13272/-1,M2M_CATALOG,TE,0,SWPC_CAT,direct,,,8.0,2017-10-13T18:13Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13276/-1
2017-10-11T20:56Z,22.0,139.0,29.0,557.0,C,True,2017-10-11T15:09:00-CME-001,2017-10-11T15:09Z,3 STA frames were used,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13280/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,9.25,2017-10-11T21:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13282/-1
2017-10-13T13:58Z,13.0,168.0,19.0,600.0,C,True,2017-10-13T09:09:00-CME-001,2017-10-13T09:09Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13289/-1,M2M_CATALOG,null,1,null,null,,,,2017-10-13T20:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13296/-1
2017-10-14T13:27Z,14.0,154.0,25.0,652.0,C,True,2017-10-14T08:24:00-CME-001,2017-10-14T08:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13302/-1,M2M_CATALOG,null,1,null,null,,,,2017-10-14T16:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13305/-1
2017-10-15T03:33Z,22.0,-73.0,18.0,330.0,S,True,2017-10-14T16:24:00-CME-001,2017-10-14T16:24Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13307/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,9.0,2017-10-14T23:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13308/-1
2017-10-17T06:46Z,-9.0,-110.0,24.0,283.0,S,True,2017-10-16T18:01:00-CME-001,2017-10-16T18:01Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13314/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,,2017-10-17T10:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13315/-1
2017-10-17T06:46Z,-12.0,-110.0,25.0,380.0,S,True,2017-10-16T21:30:00-CME-001,2017-10-16T21:30Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13316/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,,2017-10-17T10:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13317/-1
2017-10-17T10:18Z,-11.0,-110.0,24.0,510.0,C,True,2017-10-17T03:36:00-CME-001,2017-10-17T03:36Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13318/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,,2017-10-17T11:04Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13319/-1
2017-10-17T23:05Z,-5.0,-108.0,29.0,353.0,S,True,2017-10-17T13:33:00-CME-001,2017-10-17T13:33Z,CME was remeasured using more C3 frames. These parameters are averages of 5 different measurements.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13320/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,12.2,2017-10-17T21:23Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13322/-1
2017-10-18T08:04Z,-38.0,-122.0,33.0,1439.0,O,True,2017-10-18T05:48:00-CME-001,2017-10-18T05:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13325/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,13.0,2017-10-18T14:41Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13327/-1
2017-10-18T10:07Z,-9.0,-117.0,42.0,1468.0,O,True,2017-10-18T07:48:00-CME-001,2017-10-18T07:48Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13329/-1,M2M_CATALOG,null,0,null,direct,,,10.0,2017-10-18T15:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13330/-1
2017-10-18T20:10Z,9.0,-119.0,12.0,586.0,C,True,2017-10-18T15:06:00-CME-001,2017-10-18T15:06Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13337/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,12.0,2017-10-19T23:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13341/-1
2017-10-19T23:05Z,27.0,153.0,16.0,380.0,S,True,2017-10-19T13:54:00-CME-001,2017-10-19T13:54Z,These are preliminary measurements taken using limited available STA cor2 imagery.,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13339/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,9.0,2017-10-19T20:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13340/-1
2017-10-21T08:53Z,-12.0,-59.0,27.0,406.0,S,True,2017-10-21T00:12:00-CME-001,2017-10-21T00:12Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13346/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,17.0,2017-10-21T18:21Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13348/-1
2017-10-21T11:21Z,-3.0,-70.0,33.0,441.0,S,True,2017-10-21T01:18:00-CME-001,2017-10-21T01:18Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13349/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,16.0,2017-10-21T18:22Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13350/-1
2017-10-22T10:36Z,21.0,-91.0,15.0,289.0,S,True,2017-10-21T20:12:00-CME-001,2017-10-21T20:12Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13355/-1,M2M_CATALOG,null,0,SWPC_CAT,direct,,,,2017-10-22T12:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13356/-1
2017-10-25T19:22Z,-3.0,169.0,8.0,237.0,S,True,2017-10-25T00:54:00-CME-001,2017-10-25T00:54Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13362/-1,M2M_CATALOG,null,0,Plane-of-sky,direct,,,,2017-10-25T15:46Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13363/-1
2017-11-04T22:59Z,-9.0,138.0,24.0,226.0,S,True,2017-11-04T08:09:00-CME-001,2017-11-04T08:09Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13385/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,8.5,2017-11-04T17:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13387/-1
2017-11-10T18:37Z,11.0,90.0,27.0,370.0,S,True,2017-11-10T06:23:00-CME-001,2017-11-10T06:23Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13412/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,10.0,2017-11-10T15:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13413/-1
2017-11-10T17:30Z,4.0,-58.0,27.0,492.0,S,True,2017-11-10T08:00:00-CME-001,2017-11-10T08:00Z,,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13410/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,18.0,2017-11-10T23:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13418/-1
2017-11-15T23:13Z,8.0,88.0,25.0,380.0,S,True,2017-11-15T13:25:00-CME-001,2017-11-15T13:25Z,"CME is only visible in C2 images, but it is obvious that it speeds up so measurements were taken using later C2 images rather than earlier ones.",https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CME/13468/-1,M2M_CATALOG,null,0,SWPC_CAT,running difference,,,6.0,2017-11-15T22:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/13469/-1
